-0.18464,0.24360,-0.03994,0.02158,0.24472,-0.67304,-0.29633,-0.93724,0.26068,0,-0.71008,
-0.18464,-0.01928,0.24229,-0.08648,0.70795,0.66046,-0.66588,-1.34440,0.59765,0,0.79528,
0.01783,0.01657,-0.20927,-0.13151,0.24472,0.32708,-0.66588,-0.53008,0.26068,0,0.79528,
0.15281,-0.21046,-0.20927,-0.06847,-0.21850,0.32708,-0.29633,-0.12292,-0.75024,0,-0.71008,
0.35528,0.02852,0.35518,-0.07748,0.47634,0.32708,0.81230,0.28424,0.26068,0,2.30064,
-0.04966,-0.06707,-0.15283,0.04859,-0.21850,0.66046,0.81230,-0.12292,0.59765,0,-0.71008,
0.22030,-0.04317,0.01651,0.05760,0.70795,-0.33966,-0.29633,0.69140,0.59765,0,-0.71008,
0.15281,-0.12682,-0.26572,-0.01444,0.01311,0.32708,-0.29633,0.69140,0.26068,0,-0.71008,
-0.18464,0.13606,-0.03994,-0.03245,0.24472,-1.00641,0.44276,-0.53008,-0.75024,0,-0.71008,
0.22030,-0.00733,-0.54794,0.08461,0.47634,-0.33966,-0.66588,-0.53008,-0.07630,0,0.79528,
0.01783,-0.00733,0.35518,-0.08648,0.70795,0.66046,0.44276,-0.12292,0.59765,0,-0.71008,
0.15281,-0.07902,-0.09638,0.01257,-0.21850,0.66046,-0.66588,0.69140,-1.08721,0,-0.71008,
0.01783,0.13606,0.01651,-0.03245,-0.21850,0.66046,-0.66588,-0.12292,-0.75024,0,0.79528,
-0.18464,-0.11487,0.07295,0.15665,-0.21850,0.66046,0.44276,-0.12292,-0.07630,0,-0.71008,
0.08532,-0.00733,0.01651,-0.08648,-0.91334,0.66046,0.81230,-0.12292,0.26068,0,-0.71008,
0.15281,0.07631,0.07295,0.05760,-0.68173,0.32708,-1.03542,0.69140,0.59765,0,-0.71008,
-0.18464,0.15996,-0.32216,0.09362,-0.21850,-1.00641,0.07321,0.69140,0.93462,0,0.79528,
0.22030,0.04047,0.24229,0.01257,-0.21850,-0.00629,-0.66588,-0.93724,-0.41327,0,-2.21543,
-0.31962,0.15996,0.12940,-0.02345,-0.45012,0.32708,-0.66588,0.69140,-0.75024,0,-0.71008,
0.22030,0.02852,0.12940,0.02158,-0.21850,-1.00641,0.81230,0.69140,-0.07630,0,0.79528,
-0.25213,-0.01928,0.12940,-0.00544,-0.91334,-0.33966,0.81230,0.69140,-0.41327,0,-0.71008,
-0.31962,-0.16266,0.07295,0.02158,0.01311,-0.67304,-0.66588,0.69140,0.26068,0,-2.21543,
-0.04966,-0.24630,-0.09638,0.00357,0.70795,-0.33966,0.81230,0.28424,-0.41327,0,-0.71008,
0.08532,0.05242,0.35518,-0.05046,0.24472,0.32708,0.07321,0.28424,0.26068,0,-0.71008,
-0.38711,0.05242,0.01651,0.00357,0.24472,-1.00641,-0.66588,0.69140,-0.75024,0,0.79528,
-0.04966,-0.30605,0.07295,0.01257,-0.21850,-1.00641,0.07321,0.69140,0.59765,0,0.79528,
0.08532,0.01657,0.18584,-0.03245,-0.21850,-0.67304,0.07321,-0.93724,-1.08721,0,0.79528,
0.08532,-0.15071,0.12940,0.05760,0.47634,-0.33966,0.07321,-0.12292,-0.07630,0,-0.71008,
0.69273,0.13606,0.29873,0.07561,0.24472,0.66046,-0.29633,-0.53008,-0.41327,0,-0.71008,
0.42277,0.10021,-0.09638,0.03058,0.47634,-0.00629,0.81230,-0.53008,-0.75024,0,0.79528,
0.01783,-0.00733,-0.32216,-0.61777,0.01311,0.32708,0.81230,0.69140,-0.75024,0,0.79528,
0.28779,-0.06707,-0.03994,-0.02345,0.70795,0.66046,-1.03542,-0.53008,-0.41327,0,-0.71008,
0.08532,0.13606,-0.20927,-0.00544,0.24472,0.32708,0.44276,0.28424,0.59765,0,0.79528,
-0.18464,-0.17461,-0.32216,0.03959,0.24472,0.66046,0.07321,-0.93724,-0.75024,0,-3.72079,
0.22030,0.04047,0.07295,-0.12250,0.24472,-0.33966,0.44276,0.69140,-0.07630,0,-0.71008,
-0.38711,-0.05512,0.07295,-0.07748,0.24472,-0.33966,0.07321,-0.93724,0.93462,0,2.30064,
0.35528,0.02852,0.29873,-0.05947,0.24472,0.32708,0.07321,-0.12292,-0.41327,0,0.79528,
-0.18464,-0.00733,-0.03994,0.14765,-0.21850,0.32708,-0.29633,0.69140,-0.07630,0,-0.71008,
-0.11715,0.01657,0.07295,-0.09549,-0.45012,-0.00629,0.81230,-0.53008,0.26068,0,-0.71008,
0.22030,0.04047,0.35518,0.07561,-0.21850,0.66046,0.07321,0.69140,-0.41327,0,-0.71008,
0.15281,0.11216,0.07295,-0.12250,-0.21850,-0.33966,-0.29633,-0.93724,0.26068,0,-0.71008,
0.01783,0.00462,-0.15283,0.02158,0.24472,-0.67304,0.07321,-1.34440,-0.07630,0,2.30064,
0.08532,-0.18656,-0.15283,-0.01444,0.47634,0.32708,-0.29633,0.28424,0.26068,0,0.79528,
0.35528,-0.07902,0.29873,0.03959,0.24472,-0.00629,-0.29633,-0.12292,0.93462,0,2.30064,
0.22030,-0.04317,0.12940,0.10262,-1.14495,-0.67304,-0.66588,-0.53008,-1.08721,0,0.79528,
-0.18464,-0.04317,0.24229,-0.05046,0.01311,0.66046,-0.66588,-0.93724,-0.41327,0,2.30064,
0.08532,-0.01928,0.01651,0.09362,0.24472,0.66046,-0.66588,0.69140,0.26068,0,-0.71008,
0.01783,0.17191,-0.15283,-0.05046,0.01311,-0.67304,-0.66588,0.69140,-0.07630,0,-2.21543,
0.28779,-0.04317,-0.09638,-0.02345,0.01311,0.66046,-0.29633,0.69140,-0.41327,0,0.79528,
-0.11715,0.07631,0.18584,-0.03245,0.70795,-1.00641,0.81230,-0.12292,-0.41327,0,-0.71008,
0.08532,0.15996,-0.09638,0.00357,-0.45012,0.32708,0.07321,-0.93724,0.26068,0,0.79528,
0.01783,-0.00733,0.18584,-0.07748,-0.68173,-0.67304,0.07321,-0.12292,-0.07630,0,-0.71008,
0.08532,-0.13876,-0.03994,-0.07748,-0.68173,-1.00641,-0.66588,0.28424,-1.08721,0,2.30064,
0.01783,-0.07902,0.24229,0.06660,0.24472,-0.67304,0.81230,0.28424,-0.41327,0,0.79528,
0.28779,-0.00733,0.24229,-0.11350,0.01311,-0.00629,0.81230,0.28424,0.59765,0,-0.71008,
-0.25213,0.02852,-0.37861,0.05760,0.24472,0.66046,-0.66588,0.69140,0.26068,0,0.79528,
0.01783,-0.06707,0.07295,0.04859,-0.21850,-0.00629,0.07321,0.69140,0.26068,0,2.30064,
-0.25213,0.00462,-0.03994,-0.02345,-0.68173,-0.33966,0.81230,0.28424,0.93462,0,0.79528,
-0.18464,0.07631,0.18584,0.08461,-0.68173,0.32708,-0.66588,0.28424,0.59765,0,-0.71008,
0.08532,0.05242,0.07295,0.01257,0.01311,-0.67304,-0.29633,0.69140,0.26068,0,0.79528,
0.01783,0.05242,0.07295,0.01257,0.47634,0.66046,0.81230,-0.93724,-0.41327,0,-0.71008,
0.22030,0.08826,0.07295,0.07561,0.93956,0.32708,-0.66588,0.69140,-0.07630,0,0.79528,
0.08532,-0.11487,0.18584,0.02158,-0.21850,-0.33966,0.44276,0.69140,0.26068,0,2.30064,
0.01783,0.07631,-0.20927,-0.01444,-0.45012,0.66046,-0.66588,-0.53008,-0.75024,0,-2.21543,
0.42277,-0.00733,-0.09638,0.07561,0.01311,-0.67304,-0.66588,0.69140,-0.41327,0,0.79528,
0.35528,0.00462,-0.66083,0.00357,-0.21850,0.66046,-1.03542,0.69140,-0.07630,0,0.79528,
-0.52209,0.14801,-0.03994,-0.02345,0.47634,0.32708,-0.29633,0.69140,-0.41327,0,-0.71008,
-0.38711,0.13606,-0.26572,0.08461,-1.14495,0.32708,-0.29633,0.28424,0.93462,0,-0.71008,
-0.11715,0.06437,0.35518,-0.00544,-0.68173,0.32708,-0.66588,-0.12292,0.59765,0,-0.71008,
0.42277,0.11216,-0.15283,-0.03245,0.47634,0.66046,0.07321,-0.53008,0.59765,0,-0.71008,
0.22030,-0.10292,-0.26572,-0.02345,-0.68173,0.66046,0.81230,-0.93724,-0.41327,0,0.79528,
-0.31962,-0.01928,-0.20927,0.00357,0.47634,0.32708,-1.03542,0.69140,-0.75024,0,0.79528,
0.28779,-0.15071,-0.15283,0.04859,0.47634,0.32708,-0.29633,-1.34440,-0.07630,0,-0.71008,
-0.04966,0.05242,0.07295,0.03058,0.70795,0.66046,0.07321,0.28424,0.26068,0,0.79528,
-0.18464,0.08826,0.01651,0.01257,0.24472,-1.00641,0.81230,0.28424,0.59765,0,-0.71008,
-0.04966,-0.13876,-0.15283,0.12964,0.47634,0.66046,-0.66588,-0.93724,0.93462,0,0.79528,
0.08532,0.10021,-0.49150,0.17466,0.47634,0.32708,0.44276,0.28424,0.59765,0,-0.71008,
0.01783,0.08826,-0.03994,0.04859,-0.45012,-0.67304,0.07321,0.28424,0.26068,0,0.79528,
-0.25213,0.18385,-0.03994,-0.03245,0.70795,0.66046,-0.66588,-0.93724,-0.41327,0,0.79528,
-0.58958,0.06437,-0.15283,-0.06847,0.47634,-0.00629,0.81230,-0.93724,-0.07630,0,-0.71008,
-0.04966,-0.12682,0.12940,-0.23056,-0.21850,-0.33966,-0.29633,0.28424,0.93462,0,-0.71008,
0.01783,-0.06707,0.07295,0.13864,-0.21850,-0.67304,0.44276,0.28424,-0.75024,0,-0.71008,
-0.25213,-0.19851,-0.09638,-0.11350,-0.21850,-0.67304,0.81230,-0.12292,-0.75024,0,-0.71008,
0.15281,0.12411,0.18584,0.03959,-0.68173,-0.00629,0.44276,0.69140,-0.75024,0,0.79528,
0.22030,0.05242,-0.20927,-0.03245,-0.45012,-1.00641,0.81230,0.69140,0.93462,0,-2.21543,
-0.58958,-0.07902,0.07295,0.03959,-0.45012,0.66046,0.81230,-0.12292,-0.07630,0,0.79528,
0.15281,0.17191,-0.03994,0.08461,0.47634,-0.33966,-0.29633,0.69140,0.59765,0,-0.71008,
-0.38711,0.05242,-0.49150,0.13864,0.24472,0.66046,-0.66588,-0.53008,0.26068,0,0.79528,
0.35528,0.02852,-0.20927,0.06660,-0.45012,0.66046,0.81230,-0.93724,-0.41327,0,-0.71008,
-0.18464,0.08826,0.12940,0.03058,-0.21850,-0.33966,0.81230,-0.53008,0.26068,0,-0.71008,
-0.25213,0.17191,0.63740,0.03058,0.47634,-0.67304,-0.66588,-0.12292,-1.08721,0,-0.71008,
0.08532,-0.28215,-0.03994,-0.06847,-1.37657,-0.67304,0.81230,0.69140,0.26068,0,0.79528,
-0.11715,0.05242,0.35518,0.03058,0.24472,-1.00641,0.81230,0.28424,0.93462,0,-2.21543,
